date,CCS,Coal(KG/T),Bentonite(KG/T),Organic binder(KG,Furnance oil(LITR/T),i/m speed (m/min),Total Bed height (mm),lime + Coal(%),T1,T2,T3,T4,T5,T6,T7,T8,Fixed Carbon of Coal (%),production quantity,Tumble Index%,Abration Index%,Mean Dia(mm),Porosity Pellet%,Input Fe( Raw material)%,Output Fe(Pellets)%
24-May,203,14.99,4,480,13,3.093333333,455.5333333,3.033333333,850,1040,1140,1200,1200,1200,1173.333333,986.6666667,,12005,93.91,4.59,11.42,23.44,62.17,63.08
23-May,202,15.02,3.98,480,12,3.033333333,465.6666667,3.133333333,850,1040,1140,1200,1213.333333,1200,1173.333333,986.6666667,,12050,93.75,4.51,11.36,23.49,62.29,63.15
11-07-2022,203,9.96,4.56,300,17.03,3.083333333,507.1666667,3.233333333,860,1040,1160,1200,1200,1200,1160,983.3333333,,9640,93.38,5.03,12.19,22.99,61.8,62.71
14-Mar,191,14.96,5.05,0,14,3.026666667,482,3.5,900,1013.333333,1100,1200,1300,1280,1280,983.3333333,85.21,10695,92.87,5.4,12.28,24.25,61.79,62.76
26-Mar,195,15,5.19,350,20,2.713333333,523,2.3,980,1000,1100,1200,1220,1240,1260,983.3333333,,11465,92.77,5.38,11.85,23.99,61.99,62.79
09-Apr,195,14.98,3.99,450,11,2.95,500.8333333,2.633333333,850,1000,1150,1240,1256.666667,1256.666667,1256.67,983.3333333,66.36,12020,92.85,5.17,11.85,23.63,61.8,62.63
21-Feb,191,14.96,3.82,440,13,3.086666667,482,3.5,900,1000,1100,1200,1300,1280,1280,983.3333333,83.96,12035,93.44,4.9,12.12,23.98,61.93,62.61
27-Apr,205,11.95,4.01,400,12,3.186666667,475,3,850,1050,1150,1220,1260,1260,1250,983.3333333,,12465,93.84,4.46,11.68,22.61,61.44,62.16
06-May,204,9.02,1.97,500,16,3.2,514.3333333,3.7,900,1020,1130,1260,1300,1310,1310,983.3333333,,13200,92.04,5.8,12.51,22.9,62.62,63
16-Jun,205,15.36,5.17,350,12.28,3.1,514,4.2,900,1000,1100,1200,1246.666667,1266.666667,1270,983.3333333,,13935,94.03,4.28,12.4,23.65,62.6,63.21
01-Dec,186,12.93,3.85,350,15,3.1,476.1666667,3.383333333,820,1100,1150,1220,1300,1290,1250,980,84.94,11675,92.67,5.39,12.28,23.71,61.92,63.04
31-Mar,195,11.69,6.06,,12,2.806666667,493.3333333,3.3,900,1000,1100,1200,1260,1280,1200,980,,11720,93.28,4.83,12.47,22.98,62.64,63.37
01-Apr,189,10.98,5.96,461.7142857,12,3.056666667,521.3333333,3.166666667,900,1000,1100,1200,1260,1253.333333,1186.666667,980,71.55,11750,93.14,5.05,12.19,23.46,62.73,63.58
27-Mar,193,11.32,5.91,,12,3.1,485.6666667,3.333333333,900,1000,1100,1200,1260,1280,1200,980,81.57531217,12010,93.12,5.15,12.34,23.51,62.45,63.41
28-Mar,196,11.65,5.07,,13,2.9,491.3333333,3.1,900,1000,1100,1200,1260,1280,1200,980,,12020,93.38,4.96,12.36,22.8,62.52,63.44
30-Mar,196,11.55,5.28,,13,2.94,504,3.2,900,1000,1100,1200,1260,1280,1200,980,,12120,93.68,4.81,12.35,23.62,62.5,63.42
29-Mar,198,10.79,5.07,,13,2.9,511.3333333,3.133333333,900,1000,1100,1200,1260,1280,1200,980,,12235,93.44,4.79,12.39,22.29,62.53,63.47
09-Mar,196,11.29,3.49,,11,2.733333333,487,3.5,900,1000,1100,1200,1250,1280,1200,980,,12315,93.48,4.59,12.22,22.84,62.52,63.59
22-Apr,190,11.99,4,400,12,3.046666667,510,3.766666667,850,1050,1150,1220,1240,1250,1250,980,83.455,13015,93.6,4.8,11.76,23.43,61.47,62.27
30-Nov,195,13,3.9,450,15,3.1,482.1666667,3.233333333,820,1100,1150,1220,1300,1290,1250,976.6666667,83.13,11540,92.52,5.5,12.09,23.32,62.07,63.22
15-May,197,15.14,4.01,483,12,3.233333333,471.6666667,3.066666667,850,1050,1150,1223.333333,1240,1246.666667,1246.67,976.6666667,,11955.55,93.28,4.89,11.25,23.39,61.7,62.37
8/28/2022,209,12.11,6.11,0,13.75,2.4,463,3.1,900,1000,1100,1200,1240,1260,1280,975,,9000,93.96,4.67,11.77,22.23,62.57,63.39
12-Apr,208,14.01,4,450,13,2.983333333,491.1666667,3.3,850,1003.333333,1130,1230,1240,1240,1230,973.3333333,,12490,93.63,4.45,11.75,23.33,61.79,62.85
8/16/2022,209,12.75,4.4,450,16.38,2.5,477,3.3,900,1020,1120,1220,1260,1280,1300,970,,9100,93.99,4.57,12.19,22.48,63.16,63.81
29-Feb,189,14.99,3.96,400,15,2.806666667,505,3.466666667,900,1010,1100,1200,1300,1280,1280,970,85.02,11610,93.23,4.84,12.21,23.47,62.19,62.86
23-Apr,191,11.99,3.84,350,11,3.036666667,495.5,3.766666667,850,1050,1150,1220,1240,1250,1250,970,85.17733333,13010,93.8,4.46,11.68,23.28,61.39,62.2
09-Mar,209,14.96,3.97,350,14,2.36,498.6666667,3.433333333,850,950,1100,1200,1280,1280,1280,966.6666667,85.66,9560,94.13,4.33,12.42,23.63,62,62.67
12-Jan,190,12.71,6.18,697.5,16,3.056666667,463.5,3.233333333,900,1033.333333,1140,1213.333333,1280,1280,1216.666667,966.6666667,85.19,11645,93.1,5.1,12.03,23.61,61.93,62.75
03-Mar,186,14.96,3.93,350,13,2.883333333,488.8333333,3.566666667,900,1010,1100,1200,1300,1280,1280,966.6666667,85.26,11695,93.12,4.93,12.46,23.73,61.83,62.62
7/31/2023,202,15.8,3.97,650,13.69,3.407619048,508.6666667,3.138095238,900,1000,1099.047619,1206.666667,1240,1260,1270,966.6666667,65.3,11835,93.64,4.38,12.25,23.47,62.52,63.47
29-Apr,201,12.99,4,450,12,3.1,483,3.033333333,850,1050,1150,1220,1260,1260,1243.333333,966.6666667,,12005,93.35,4.78,11.66,23.5,61.23,62.01
16-Jan,190,12.91,3.91,450,15,3.056666667,480,3.1,900,1050,1150,1220,1280,1280,1250,966.6666667,85.13,12010,93.09,5.22,11.81,23.63,61.88,62.77
05-Oct,197,12.98,3.91,425,13,3.15,498,3.2,950,1070,1170,1250,1300,1300,1250,966.6666667,80.8,12015,93.07,4.94,12.28,23.87,62.18,63.27
02-Jul,216,14.01,3.81,425,14,3.033333333,488.3333333,3.45,900,986.6666667,1193.333333,1193.333333,1233.333333,1266.666667,1280,966.6666667,,12065,93.51,5.16,12.6,23.78,62.49,62.95
21-Jun,206,12.27,4.91,75,11.91,3.2,498,3.3,900,1000,1100,1220,1260,1280,1300,966.6666667,,13035,93.35,4.79,12.35,23.24,62.73,63.27
02-Oct,191,10.97,3.89,500,14,3.16,513.6666667,3.4,930,1053.333333,1150,1236.666667,1300,1300,1250,966.6666667,82.86,13125,92.73,5.25,12.31,23.44,62.29,63.33
04-Oct,192,11.98,3.89,500,13,3.15,500,3.4,936.6666667,1056.666667,1156.666667,1236.666667,1286.666667,1286.666667,1250,966.6666667,81.84,13355,92.99,5.15,12.01,24.02,62.29,63.36
19-Jun,204,11.53,5.18,365,11.45,3.2,508.5,3.1,900,1000,1100,1220,1240,1260,1283.333333,966.6666667,,13525,94.13,4.49,12.57,23.72,62.69,63.34
08-Jun,202,12.62,5.02,500,12.14,3.2,508.6666667,3.4,900,1000,1100,1206.666667,1240,1260,1270,966.6666667,,13550,93.87,4.9,12.31,22.58,62.81,63.56
03-Jul,214,13.54,3.88,720,15,2.9,480.8333333,3.45,900,986,1086.666667,1193,1233,1266,1283,966,,11075,94.03,4.55,12.36,25.23,62.62,63.2
04-Jul,223,12.06,3.99,550,17,2.7,485.6666667,3.3,900,980,1086,1186,1220,1266,1283,966,,11280,94.55,4.04,12,24.24,62.07,62.68
11-Jul,208,12.24,4.7,525,15,3.2,504.3333333,3.2,886,1000,1100,1220,1260,1280,1300,966,,12985,94.02,4.56,12.24,22.84,62.37,63.19
14-May,201,14.99,4,480,13,3.183333333,462,3.066666667,850,1050,1150,1220,1240,1243.333333,1240,963.3333333,,12005,93.22,5,11.18,23.33,61.67,62.61
10-Apr,206,14.95,3.98,450,13,2.8,484.1666667,2.6,850,1000,1140,1230,1240,1255,1255,960,,11570,93.45,4.69,11.88,23.16,61.78,62.78
16-May,198,14.99,4,480,12,3.3,466,2.8,850,1050,1150,1230,1240,1240,1240,960,,12005,93.59,4.64,11.34,23.28,61.78,62.57
11-Apr,209,13.98,4,450,12,2.866666667,492.8333333,2.766666667,850,990,1030,1230,1240,1255,1246.666667,956.6666667,,12015,93.56,4.55,11.71,23.23,61.86,62.85
26-Feb,190,14.95,4.05,275,14,3.023333333,488,3.366666667,900,1000,1100,1200,1300,1280,1280,956.6666667,85.37,12105,92.93,5.29,12.09,23.99,61.91,62.67
05-Mar,197,13.43,3.77,,11,2.83,514.8333333,3.4,900,1000,1100,1200,1250,1280,1200,956.6666667,,12215,93.6,4.91,12.28,23.09,62.82,63.6
21-Apr,199,11.97,3.97,450,12,2.98,494.1666667,3.633333333,850,1050,1150,1220,1230,1236.666667,1243.333333,956.6666667,,12610,93.96,4.29,11.76,23.1,61.55,62.32
21-May,196,15.02,3.99,461,12,2.793333333,487.3333333,2.933333333,850,1040,1150,1210,1230,1230,1220,955,,11520,94.19,4.06,11.22,23.34,62.56,63.47
18-Apr,204,11.97,3.91,500,11,2.95,504.3333333,3.566666667,850,1050,1150,1220,1240,1240,1243.333333,953.3333333,,13035,93.94,4.22,11.75,22.82,61.74,62.45
28-Jul,207,12.41,4.38,125,30,2.2,440,3.2,900,1000,1100,1200,1240,1260,1280,950,,2740,94.64,3.84,12.56,23.15,62.85,63.39
8/24/2022,207,11.58,5.86,0,20.32,2.5,452,2.8,900,1000,1120,1200,1240,1260,1280,950,,7165,93.93,4.72,11.85,22.39,62.38,63.15
25-Apr,185,22.05,3.94,250,14,2.563333333,452.5,3.2,850,1050,1150,1220,1240,1250,1253.333333,950,82.97266667,7620,93.11,5.03,11.57,23.71,61.31,62.07
08-11-2022,213,12.64,4.53,425,15.19,2.5,474.5,3.3,900,1000,1100,1200,1240,1260,1280,950,,8385,94.18,4.4,12.17,22.86,62.9,63.51
8/20/2022,210,13.06,6.24,0,16.01,2.333333333,468.3333333,3.1,900,1000,1100,1200,1240,1260,1280,950,,8650,94.44,4.18,12.4,22.59,63.17,63.66
8/25/2022,205,12.89,4.78,0,14.12,2.4,475,3.1,900,1000,1100,1200,1240,1260,1280,950,,9000,93.69,4.72,11.84,23.05,62.3,62.93
8/29/2022,217,12.89,5.89,0,13.67,2.4,475,3.15,900,1000,1100,1200,1240,1260,1280,950,,9000,93.73,4.38,12.28,22.49,62.65,63.29
07-07-2023,207,14,6,0,16.72,4,494.8333333,4.4,900,1000,1110,1210,1260,1280,1300,950,83.52,9000,93.63,4.71,12.42,22.69,62.14,62.91
8/21/2022,212,11.88,6,0,15.22,2.4,473.6666667,3.5,900,1000,1080,1180,1226,1260,1280,950,,9005,94.53,4.3,12.24,22.53,63.12,63.8
8/19/2022,213,15.55,6,0,15.56,2.6,479,3.5,900,1000,1100,1200,1240,1260,1280,950,,9005,94.05,4.46,11.97,22.31,63.18,63.72
08-06-2022,209,14.86,6.32,0,15.28,2.6,485,3.8,800,1000,1120,1200,1240,1260,1280,950,,9020,94.26,4.44,12.13,23.41,62.67,63.17
08-12-2022,213,12.94,4.31,450,14.7,2.7,467.3333333,3.3,900,1000,1100,1200,1124,1260,1280,950,,9040,93.79,4.53,12,22.81,63,63.62
8/18/2022,205,14.48,5.52,0,15.98,2.4,488,3.5,900,1000,1100,1200,1240,1260,1280,950,,9050,93.75,4.89,11.79,22.51,63.1,63.78
08-10-2022,214,13.47,3.64,425,13.75,2.25,486.6666667,3.5,900,1000,1100,1200,1240,1260,1280,950,,9060,94.17,4.5,12.14,23.07,62.67,63.3
08-09-2022,212,13.55,4.3,425,14.04,2.5,481,3.6,900,1020,1100,1200,1240,1260,1280,950,,9080,94.03,4.39,12.18,22.34,62.75,63.34
07-08-2023,207,13.04,6.03,0,17.14,3.216666667,475.5714286,3.033333333,900,1000,1113,1213,1266,1286,1306,950,84.01,9125,93.57,4.77,12.5,23.76,62.55,63.29
08-05-2022,214,14.85,6.22,0,15.79,2.6,445,3.5,900,1000,1100,1200,1240,1260,1280,950,,9160,94.44,4.26,12.41,22.47,62.59,63.28
8/22/2022,206,11.67,5.89,0,15.48,2.7,469,2.6,900,1000,1100,1200,1240,1260,1280,950,,9165,94.3,4.52,12.03,22.37,62.81,63.56
08-07-2022,207,14.12,5.65,250,14.51,2.7,490,3.8,900,1000,1100,1200,1240,1260,1280,950,,9205,93.9,4.54,11.73,22.96,62.69,63.23
08-08-2022,206,14.62,3.98,375,14.75,2.7,485,3.8,900,1000,1100,1200,1240,1260,1280,950,,9300,93.67,4.67,11.84,23.07,62.57,63.26
08-04-2022,211,13.94,5.25,150,13.96,2.7,470,3.4,900,1000,986,1186,1226,1260,1280,950,,9325,94.3,4.25,12.54,22.9,62.94,63.49
08-03-2022,212,11.56,3.32,575,14.21,2.6,479.3333333,3.2,900,1000,1100,1200,1240,1260,1280,950,,9345,94.18,4.59,12.26,22.59,62.8,63.33
8/17/2022,211,14.82,5.01,221,15.92,2.85,485,3.5,900,1000,1100,1200,1240,1260,1280,950,,9380,94.09,4.46,12.07,22.93,63.15,63.76
8/23/2022,204,12.01,6.06,0,14.62,2.4,466,2.75,900,1000,1100,1200,1240,1260,1280,950,,9410,93.79,4.44,12.13,22.82,62.55,63.39
8/26/2022,209,10.6,5.19,0,12.95,2.6,456.1333333,3,900,1000,1100,1200,1240,1260,1280,950,,9435,94.06,4.45,12.11,22.45,62.44,63.09
29-Jul,210,13.59,4.11,325,13,2.6,482.1666667,3.3,900,1000,1100,1200,1240,1260,1280,950,,9495,94.16,4.45,12.81,22.32,62.61,63.24
8/27/2022,211,10.53,6,0,12.91,2.4,468.25,2.9,900,1000,1100,1200,1240,1260,1280,950,,9500,93.93,4.78,11.91,22.93,62.61,63.35
8/13/2022,208,13.56,4.31,375,14.86,2.6,486.5,3.3,900,1006.666667,1100,1200,1240,1260,1280,950,,9510,94.15,4.24,12.51,21.93,62.75,63.64
8/30/2022,221,12.2,6.1,0,12.85,2.4,472,3.3,900,1000,1100,1200,1240,1260,1280,950,,9510,93.94,4.63,12.19,21.72,62.72,63.28
08-02-2022,212,10.73,4.48,400,13.78,2.6,466.8333333,3.2,900,1000,1100,1200,1240,1260,1280,950,,9600,94.14,4.22,11.7,22.96,62.59,63.22
08-01-2022,214,11.41,4.21,400,12.85,2.54,478.5,3.2,900,1000,1100,1200,1240,1260,1280,950,,9730,94.03,4.71,12.27,22.95,62.77,63.37
8/31/2022,224,11.11,6.11,0,12.77,2.64,484,3.2,900,1000,1100,1200,1240,1260,1280,950,,9815,94.67,3.83,12.75,22.23,62.52,63.39
09-09-2022,205,13.19,5.78,0,13.63,2.7,478,3.5,900,1000,1100,1200,1240,1260,1280,950,,9855,94.33,4.55,12.31,23.67,62.78,63.48
27-Jul,214,12.98,3.92,375,13,2.5,481.8333333,3.1,900,1000,1100,1200,1240,1260,1280,950,,9940,93.92,4.19,12.26,23.01,62.57,63.1
09-03-2022,213,12.19,6.2,0,13.81,2.65,485.5333333,3.3,900,1000,1100,1200,1240,1260,1280,950,,10005,94.4,4.28,12.4,22.97,62.67,63.26
11-06-2022,200,9.98,4.99,450,16.69,3.85,514,2.8,888.6666667,993.3333333,1093.333333,1193.333333,1226.666667,1246.666667,1226.666667,950,,10025,93.91,4.63,12.38,23.34,61.75,62.77
09-04-2022,213,12.66,6.18,0,14.21,2.98,482.3333333,3.5,810,1000,1100,1200,1240,1260,1280,950,,10030,94.48,4.23,12.69,22.88,62.7,63.31
09-05-2022,212,14.12,6.16,0,14.37,2.8,486,3.5,900,1000,1100,1200,1240,1260,1280,950,,10060,93.83,4.43,12.51,22.81,62.67,63.41
09-07-2022,210,13.71,6.06,0,13.77,2.6,477.8333333,3.5,900,1000,1100,1200,1240,1260,1280,950,,10065,93.93,4.69,12.44,22.85,62.75,63.51
09-01-2022,230,11.82,6.16,0,12.9,2.766666667,482.5,3.2,900,1000,1100,1200,1240,1260,1280,950,,10070,94.51,4.04,12.61,22.39,62.62,63.35
09-02-2022,208,11.3,6.05,0,13.5,2.7,485,3.2,900,1000,1100,1200,1220,1230,1240,950,,10090,94.16,4.36,12.55,22.75,62.58,63.25
31-Jul,212,11.61,3.84,375,12,2.733333333,489.8333333,3.2,900,980,1080,1180,1220,1260,1280,950,,10160,94.11,4.15,12.33,23.85,62.68,63.31
09-06-2022,214,13.79,6.12,0,13.77,2.8,473.5,3.4,900,1000,1100,1200,1240,1260,1280,950,,10295,94.47,4.1,12.42,23.17,62.68,63.43
30-Jul,208,14.33,3.68,375,13,2.6,486,3.4,900,1000,1100,1200,1240,1260,1280,950,,10330,94.02,4.47,12.21,23.19,62.8,63.52
09-10-2022,207,13.22,6.08,0,12.81,2.7,485,3.5,900,1000,1100,1200,1240,1260,1280,950,,10360,94.46,4.2,12.19,23.87,62.75,63.41
09-08-2022,211,13.2,6.07,0,13.19,2.45,480,3.4,900,1000,1100,1200,1240,1260,1280,950,,10380,94.28,4.35,12.35,23.07,62.79,63.53
18-Jul,213,12.25,4.88,400,14,2.66,483,3.1,980,1020,1100,1200,1240,1280,1300,950,,10450,93.57,4.36,12.1,23.62,62.24,63.02
26-Jul,220,12.87,4.57,375,12,2.5,477,3.1,900,1000,1100,1200,1240,1260,1280,950,,10720,94.32,4.1,12.18,23.43,62.58,63.22
16-Jul,214,11.66,4.85,450,14,2.5,488,3.1,900,1006,1106,1220,1260,1280,1290,950,,10725,94.25,4.28,12.3,22.78,62.26,63.07
17-Jul,213,12.39,4.94,425,13,2.61,486.6666667,3.2,953.3333333,1020,1100,1200,1240,1280,1300,950,,10735,93.99,4.33,12.1,23.06,62.27,63.08
9/16/2022,212,12.1,6.05,0,13.75,2.9,488,3.4,900,1000,1120,1220,1240,1260,1280,950,,10740,94.09,4.59,12.25,22.81,62.75,63.45
25-Jul,220,13.02,4.06,500,12,2.7,486,3.1,900,1000,1100,1200,1240,1260,1280,950,,10830,94.5,3.98,12.65,22.98,62.71,63.26
11-03-2022,211,10.01,4.87,475,14.13,2.6,520,3.6,900,1000,1100,1240,1280,1300,1280,950,,10885,94.24,4.47,12,22.56,62.63,63.39
19-Jul,211,12.51,4.11,425,13,2.7,483,3,900,1020,1120,1230,1240,1280,1300,950,,10950,94.01,4.23,12.12,23.26,62.3,63.01
20-Jul,209,13.33,4.2,475,12,2.85,484,3.1,900,1020,1130,1230,1240,1280,1300,950,,10950,93.99,3.98,12.35,22.51,62.14,63.06
9/21/2022,215,13.81,5.99,0,12.21,2.7,480,3.2,900,1000,1120,1220,1240,1260,1280,950,,11010,94.39,4.42,12.17,22.63,62.99,63.65
11/17/2022,209,11.89,4.17,725,14.41,3,508,3.8,920,1020,1120,1220,1260,1300,1263,950,,11020,94.59,4.09,11.78,22.69,62.63,63.51
05-Mar,188,14.97,3.99,400,14,2.723333333,484.5,3.466666667,850,970,1100,1200,1280,1280,1280,950,84.14,11020,93.05,5.26,12.3,23.32,61.81,62.47
9/22/2022,210,13.6,6.07,0,12.33,2.78,478.5,3.2,900,1000,1120,1220,1240,1260,1280,950,,11030,93.92,4.58,12.35,23.22,62.9,63.58
21-Jul,206,12.87,3.72,425,13,2.7,485,3.1,900,1020,1120,1220,1240,1260,1280,950,,11035,93.67,4.64,11.99,23.24,61.94,62.95
9/23/2022,214,13.58,5.61,0,12.35,2.733333333,515,3.2,900,1000,1120,1220,1240,1260,1280,950,,11045,94.36,4.25,12.15,22.67,62.84,63.71
21-Nov,200,12.91,3.88,400,17,2.73,460,2.7,820,1000,1150,1220,1280,1280,1250,950,87.3,11075,93.4,4.67,12.05,23.68,62.06,62.62
22-Jul,212,12.26,3.52,525,13,2.733333333,481,2.866666667,900,986.6666667,1106.666667,1206.666667,1240,1260,1280,950,,11090,93.89,4.42,12.43,22.58,62.32,62.94
07-01-2023,202,12.58,4.04,460,16.26,3.245333333,466.5,3.366666667,900,1000,1101.333333,1130,1230,1260,1240,950,85.53,11125,93.4,4.48,12.53,23.64,62.41,63.19
11/30/2022,200,11.27,4.35,525,14.18,2.8,485,3,920,1020,1150,1220,1260,1280,1240,950,,11265,93.6,4.62,11.98,22.3,62.95,63.79
9/28/2022,214,12.55,6.01,0,12.59,2.8,484,3.2,900,1000,1120,1220,1240,1260,1280,950,,11315,93.95,4.57,12.26,22.69,63.21,63.92
11/21/2022,197,11.14,4.53,525,15.69,2.7,489.3333333,3.8,920,1020,1120,1240,1280,1300,1280,950,,11485,93.33,4.77,11.48,21.77,62.33,63.23
11-05-2022,204,10,4.96,450,13.6,2.7,498,3.7,900,1000,1100,1220,1260,1260,1280,950,,11500,94.24,4.37,12.13,23.22,61.93,63.01
11-02-2022,215,10,4.87,575,14.44,2.85,512,3.1,900,1000,1100,1200,1240,1260,1240,950,,11505,94.34,4.39,12.19,22.58,62.8,63.41
11-04-2022,209,10,4,500,14.5,2.7,515,3.7,900,1000,1100,1220,1260,1280,1260,950,,11505,94.51,4.25,12.08,22.96,62.11,63.08
12-06-2022,204,11.9,4.95,225,13.47,3,474.8333333,3.4,900,1000,1120,1180,1240,1240,1226,950,,11510,93.87,4.62,12.11,22.89,63.07,63.88
9/27/2022,210,11.9,6.08,0,11.89,2.85,495.6666667,3.1,900,1000,1120,1220,1240,1260,1280,950,,11510,94.18,4.33,12.26,22.64,63.1,63.9
9/24/2022,210,13.89,6.08,0,11.78,2.933333333,480,3,900,1000,1120,1220,1240,1260,1280,950,,11520,94.57,4.1,12.21,23.13,62.94,63.65
10-04-2022,204,13.19,6.07,0,13.36,2.66,492,3.5,900,1000,1120,1220,1240,1260,1280,950,,11525,94,4.71,12.23,23.32,62.6,63.61
09-12-2022,216,12.27,6.05,0,13.45,2.65,500,3,900,1000,1100,1220,1260,1280,1300,950,,11570,94.47,4.27,12.45,22.78,62.93,63.44
9/15/2022,207,11.06,6.05,0,12.59,2.6,488,3.2,900,1000,1110,1210,1260,1280,1300,950,,11575,93.9,4.58,12.18,22.9,63.04,63.72
9/18/2022,215,12.05,5.68,0,15.22,2.9,484.5,3.5,900,1000,1120,1220,1240,1260,1280,950,,11620,94.35,4.39,12.34,23.58,63.03,63.67
11-01-2022,205,9.97,4.21,875,14.11,2.75,488.3333333,3,900,1000,1100,1200,1240,1260,1240,950,,11635,94.19,4.38,11.72,22.63,62.67,63.35
9/17/2022,209,12.86,5.88,0,13.22,2.9,490,3.4,900,1000,1120,1220,1240,1260,1280,950,,11740,94.24,4.39,12.39,22.74,63.12,63.79
12-05-2022,204,12.58,4.42,600,12.65,2.9,490.6666667,3.4,890,1000,1120,1180,1240,1240,1230,950,,11765,93.85,4.62,12.09,22.61,62.9,63.6
9/26/2022,212,11.28,4.66,0,11.79,2.8,506.1666667,3,900,1000,1120,1220,1240,1260,1280,950,,11795,94.34,4.47,12.41,22.74,63.02,63.74
27-Feb,189,14.84,5.09,359.5,14,2.93,491.3333333,3.533333333,900,1000,1100,1200,1300,1280,1280,950,83.96,11795,93.07,5.03,11.84,24.03,61.85,62.52
9/13/2022,214,10.98,6.08,0,12.59,2.7,485,3,900,1000,1100,1200,1260,1280,1300,950,,11835,94.28,4.44,12.38,23.43,63.07,63.65
9/25/2022,214,13.18,6.17,0,11.62,2.816666667,500,3,900,1000,1120,1220,1240,1260,1280,950,,11840,94.4,4.34,12.25,23.41,62.84,63.63
09-11-2022,215,13.19,6.13,0,13.47,2.7,508,3,900,1000,1100,1220,1260,1280,1300,950,,11900,94.23,4.42,12.26,23.08,62.73,63.3
7/29/2023,202,14.77,4.01,600,13.63,3.32647619,447.7,3.252380952,900,1000,1100.190476,1094,1214,1254,1258,950,66.62,11985,93.71,4.55,12.46,24.32,62.22,63.05
13-Mar,195,11.58,3.83,,11,2.773333333,509,3.8,900,1000,1100,1200,1250,1280,1200,950,,12005,94.08,4.36,12.23,22.81,62.48,63.15
12-01-2022,204,11.5,4.16,675,14.5,2.9,499,3,920,1020,1150,1220,1260,1280,1240,950,,12005,93.93,4.5,12.16,22.54,62.96,63.69
17-May,203,16.99,4,480,12.29,3.25,467.6666667,2.8,850,1046.666667,1150,1233.333333,1246.666667,1253.333333,1253.333333,950,,12005,93.68,4.58,11.54,22.94,62.28,62.97
10/22/2022,213,10.07,4.41,675,13.22,2.7,495,3.1,900,1000,1100,1200,1240,1260,1240,950,,12010,94.79,3.99,12.09,22.57,63.01,63.7
18-May,204,16.98,4,480,12,3.106666667,485.8333333,3.066666667,850,1040,1150,1220,1240,1240,1213.333333,950,,12015,94.38,4.07,11.36,22.87,62.5,63.35
9/30/2022,209,12.48,5.99,0,11.87,2.85,487.3333333,3.2,900,1000,1120,1220,1240,1260,1280,950,,12020,94.45,4.36,12.12,22.42,63.04,63.45
10/21/2022,203,10.15,4.32,625,12.76,2.9,488,3.1,900,1000,1100,1200,1240,1260,1240,950,,12025,94.34,4.41,12.16,22.46,62.74,63.43
12-08-2022,204,11.48,4.24,700,14.37,2.9,491.3333333,3.2,900,1086.666667,1140,1200,1260,1280,1240,950,,12025,93.5,4.81,12.16,23.87,62.83,63.62
10-02-2022,208,12.88,5.99,0,11.9,2.9,498,3.3,900,1000,1120,1220,1240,1260,1280,950,,12030,94.33,4.2,11.84,22.89,63.14,63.73
9/14/2022,210,10.8,6.07,0,11.5,2.75,488.1666667,3.1,900,1000,1100,1206,1260,1280,1300,950,,12035,94.13,4.54,12.47,23.41,62.99,63.63
10-03-2022,210,13.2,5.89,0,12.84,2.9,501.8333333,3.4,900,1000,1120,1220,1240,1260,1280,950,,12050,94.23,4.49,12.17,22.95,63.02,63.77
11-Mar,192,11.68,3.65,400,12,2.786666667,510,3.9,900,1000,1100,1200,1250,1280,1200,950,86.174,12070,93.62,4.69,12.13,22.77,62.48,63.31
12-02-2022,204,11.93,4.39,700,13.39,2.95,497.3333333,3.5,900,1000,1120,1220,1240,1260,1240,950,,12070,94.2,4.42,11.89,22.45,62.99,63.88
10-05-2022,201,13.09,5.39,0,12.57,2.75,535,3.7,900,1000,1120,1220,1240,1260,1280,950,,12070,93.71,4.78,11.93,22.94,62.32,63.23
11/22/2022,202,11.26,3.39,700,14.02,2.7,523,2.3,920,1020,1120,1226,1226,1236,1260,950,,12080,93.97,4.73,11.43,21.86,62.74,63.35
9/20/2022,210,13.07,5.88,0,12.41,2.8,476.8333333,3.2,900,1000,1100,1220,1240,1260,1280,950,,12085,94.16,4.53,12.34,23.42,62.91,63.53
10-01-2022,210,12.25,6.04,0,12.08,2.8,502,3.2,900,1000,1120,1220,1240,1260,1280,950,,12085,94.6,4.11,12.06,23.32,63.02,63.6
9/29/2022,213,12.25,6.04,0,12.05,2.85,498,3.2,900,1000,1120,1220,1240,1260,1280,950,,12085,94.3,4.35,12.42,23.66,63.09,63.57
12-Mar,188,11.49,3.72,334,11,2.85,512.5,3.866666667,900,1000,1100,1200,1250,1280,1200,950,84.55,12095,93,5.22,12.24,22.52,62.34,63.18
11/28/2022,199,13.38,4.46,525,13.17,2.82,501,3.8,910,1006.666667,1106.666667,1240,1253,1256.666667,1233,950,,12105,93.23,5.15,11.85,22.56,62.98,63.78
12-Feb,187,14.95,3.88,350,14,3.103333333,490,3.266666667,900,1050,1160,1240,1300,1280,1280,950,84.43,12110,92.73,5.31,11.93,24.22,61.88,62.73
11/26/2022,202,13.44,4.29,750,13.25,3,509,4,900,1000,1100,1220,1260,1280,1240,950,,12125,93.49,4.95,11.88,22.91,63.53,64.05
11/20/2022,203,11.62,4.12,725,14.85,2.81,519,3.8,920,1020,1120,1240,1280,1300,1280,950,,12135,93.86,4.43,11.81,22.04,62.06,63.38
