date,CCS,Coal(KG/T),Bentonite(KG/T),Organic binder(KG,Furnance oil(LITR/T),i/m speed (m/min),Total Bed height (mm),lime + Coal(%),T1,T2,T3,T4,T5,T6,T7,T8,Fixed Carbon of Coal (%),production quantity,Tumble Index%,Abration Index%,Mean Dia(mm),Porosity Pellet%,Input Fe( Raw material)%,Output Fe(Pellets)%
10-Dec,186,13,3.91,450,14,2.753333333,488.1666667,3.4,900,1000,1100,1200,1280,1250,1250,900,84.88,12020,92.66,5.42,12.15,23.46,62.12,63.1
28-May,200,14.97,3.99,480,12,2.983333333,475,3.25,850,1040,1140,1200,1200,1200,1153.333333,900,,12025,93.75,4.64,11.33,23.31,62.21,62.95
07-Dec,191,12.96,3.9,350,12,3.103333333,483.1666667,3.033333333,900,1050,1200,1250,1300,1250,1250,900,81.18,12040,93.13,5.2,12.26,23.96,62.19,63.14
07-Jun,203,15.02,3.98,485,13,3.146666667,466,3.533333333,850,1040,1140,1200,1200,1200,1150,900,,12050,93.91,4.38,11.62,23.16,62.41,63.21
20-Feb,188,14.94,3.98,420,13,3.01,457,3.566666667,900,1000,1100,1200,1280,1280,1280,900,83.67,12050,92.95,5.38,12.22,24.29,61.92,62.61
08-Jun,204,15.01,3.98,485,13,3.1,476.8333333,3.7,850,1040,1140,1200,1200,1200,1150,900,,12055,93.95,4.34,11.59,23.03,62.71,63.57
02-Dec,188,12.94,3.9,400,15,3.003333333,480,3.25,835,1000,1150,1230,1303.333333,1250,1250,900,84.65,12055,92.7,5.42,12.22,23.79,62.17,62.92
06-Dec,188,14,3.81,450,14,3.016666667,477.8333333,3.6,900,1020,1150,1230,1300,1250,1250,900,80.65,12070,93.06,5.19,12.33,24.21,62.18,62.79
01-Jun,203,15,3.98,485,12,3.083333333,507.1666667,3.233333333,850,1040,1140,1200,1200,1200,1160,900,,12075,93.87,4.49,11.52,23.17,62.32,62.96
09-Nov,196,16.98,3.89,320,14,3.066666667,500.1666667,3.066666667,820,1000,1150,1230,1240,1260,1250,900,64.11,12075,92.98,5.39,12.2,23.37,62.24,63.22
01-Nov,196,14.99,3.98,450,13,3.053333333,491.3333333,2.933333333,820,1000,1150,1200,1280,1280,1250,900,81.72,12075,93.32,4.85,12.05,23.93,62.2,63.2
29-Oct,194,13,3.89,300,13,2.996666667,493.1666667,2.866666667,820,1000,1150,1240,1300,1300,1250,900,83.02,12080,93.16,5.41,12.28,24.05,62.12,62.7
27-May,201,14.97,3.97,490,12,3.116666667,462,3.1,850,1040,1140,1200,1200,1200,1150,900,,12090,93.61,4.7,11.3,23.05,62.29,63.2
09-Jun,204,14.96,3.97,485,13,3.113333333,470,3.7,850,1040,1140,1200,1200,1200,1160,900,,12095,93.87,4.32,11.64,23.14,62.43,63.33
12-Nov,189,17.02,3.88,300,14,2.51,476.6666667,3,820,1000,1150,1250,1280,1280,1250,900,63.12,12105,92.83,5.19,12.14,23.83,62.18,63.14
17-Feb,188,14.87,3.97,300,13,3.103333333,488.1666667,3.433333333,900,1000,1100,1200,1250,1280,1280,900,84.26,12105,92.91,5.34,11.9,23.73,61.93,62.59
15-Feb,185,15,3.97,400,13,2.906666667,501.3333333,3.2,900,1000,1113.333333,1200,1256.666667,1280,1280,900,84.3,12105,92.29,5.91,11.82,24.22,61.79,62.42
28-Oct,195,12.99,3.95,300,15,3.05,490,3.4,880,1000,1150,1213.333333,1280,1273.333333,1250,900,82.81,12160,92.75,5.53,12.07,23.72,62.04,62.85
31-May,204,15.01,4.02,490,12,3.083333333,471.5,3.3,850,1040,1140,1200,1200,1200,1160,900,,12195,93.8,4.43,11.61,23.2,62.39,63.07
05-May,203,12.99,4,430,12,3.253333333,456,3.45,850,1050,1150,1120,1240,1240,1233.333333,900,,12240,93.93,4.32,11.34,22.99,61.1,61.96
14-Dec,184,11.99,3.92,400,12,2.953333333,492,3.15,900,1030,1130,1230,1280,1270,1250,900,83.27,12260,92.59,5.63,12.28,23.86,62.01,62.95
13-Nov,190,17,3.94,260,14,3.156666667,457.6666667,3,830,983.3333333,1083.333333,1150,1170,1170,1150,900,77.33666667,12440,93.37,4.92,12.03,23.48,62.13,62.96
12-Dec,192,12.47,3.92,400,14,3.063333333,478,3.483333333,900,1000,1130,1230,1286.666667,1250,1250,900,83.53,12510,92.77,5.44,12.28,23.94,62.01,62.86
03-Oct,191,11.01,3.9,400,15,3.166666667,505,3.2,930,1050,1150,1120,1236.66,1286.66,1250,900,82.27,13075,92.41,5.55,12.41,23.5,62.24,63.29
10-Oct,188,13,3.9,450,13,3.183333333,493,3.2,920,1020,1150,1230,1300,1300,1250,900,84.86,13090,92.79,4.75,12.5,23.07,62.12,62.92
9/28/2023,197,11,3.89,500,12.92,3.15,500,3.2,930,1050,1150,1240,1280,1280,1250,900,82.92,13095,93.15,5.04,12.41,23.28,62.33,63.28
9/29/2023,196,11,3.92,500,12.54,3.15,500,3.4,930,1050,1150,1240,1280,1280,1250,900,82.59,13275,92.97,4.95,12.25,23.62,62.27,63.34
9/30/2023,194,11.08,3.89,525,13.5,3.15,505.5,3.2,930,1050,1150,1240,1280,1280,1250,900,83.43,13355,93.08,4.89,12.07,23.96,62.31,63.28
15-Mar,192,15,5.06,0,16,3.056666667,487.3333333,3.483333333,983.3333333,1026.666667,1116.666667,1226.666667,1266.666667,1246.666667,1183.333333,896.6666667,86.11511111,3560,92.79,5.31,12.24,23.83,61.8,62.77
21-Dec,192,11.92,3.95,500,15,2.806666667,492.6666667,3.2,900,1026.666667,1116.666667,1226.666667,1266.666667,1246.666667,1183.333333,896.6666667,86.94,11405,93.54,4.93,12.09,23.9,61.92,62.79
22-Dec,187,12,4,400,14,2.7,503,3.4,933.3333333,1043.333333,1133.333333,1236.666667,1280,1260,1166.666667,896.6666667,86.64,12005,93.75,4.69,11.96,23.9,61.85,62.71
29-May,203,15.02,3.98,485,12,3.1,463.1666667,3.266666667,850,1040,1140,1200,1200,1200,1160,896.6666667,,12050,93.94,4.4,11.57,22.67,62.18,62.83
26-Dec,187,11.77,3.98,350,15,3.023333333,485.3333333,3.45,930,1030,1150,1240,1280,1250,1180,896.6666667,86.66,12065,93.76,4.35,12.07,23.82,61.8,62.75
01-Oct,192,11.01,3.92,500,13,2.953333333,478,3.2,983.3333333,1026.666667,1116.666667,1226.666667,1266.666667,1246.666667,1183.333333,896.6666667,83.2,13530,92.85,4.94,12.25,23.47,62.25,63.24
23-Oct,194,13,3.93,350,15,2.81,479.5,3.333333333,846.6666667,1000,1150,1200,1260,1260,1250,893.3333333,82.39,11210,93.39,4.7,12.31,23.58,62.29,62.95
06-May,198,13.01,3.98,420,13,3.256666667,448,3.233333333,850,1050,1150,1220,1240,1240,1233.333333,893.3333333,,12070,93.71,4.46,11.29,23.27,61.27,62.04
07-Oct,193,12.93,3.93,500,13,2.916666667,492.8333333,3.033333333,920,1020,1150,1230,1260,1260,1250,893.3333333,85.13,13220,93.39,4.76,12.16,23.73,62.1,63.31
28-Dec,188,11.99,6,220,16,2.716666667,494,3.45,930,1030,1150,1250,1280,1250,1180,890,86.46,11005,93.55,4.59,12.03,23.6,61.77,62.69
27-Dec,189,11.89,3.99,350,15,2.916666667,494,3.45,930,1030,1150,1240,1280,1250,1180,890,86.58,11020,93.39,4.42,12,23.74,61.83,62.77
19-Dec,187,12.15,3.99,200,15,2.94,498.8333333,2.95,900,1033.333333,1113.333333,1230,1280,1280,1250,890,86.02,11280,93.17,5.09,12.24,24.1,62.12,63.02
20-Dec,189,12.1,3.92,500,15,2.823333333,509.6666667,3.066666667,900,1030,1110,1230,1280,1280,1200,890,85.8,11485,93.2,5.12,12.2,24.2,62.08,62.89
05-Jan,191,12.8,6.4,0,15,3.033333333,506.6666667,3.383333333,933.3333333,1033.333333,1143.333333,1250,1276.666667,1216.666667,1130,886.6666667,83.31,11715,93.16,4.82,12.08,23.65,61.98,62.76
11-Oct,190,13,3.89,215.6285714,14,3.11,491.5,3.2,920,1020,1150,1250,1286.666667,1286.666667,1250,886.6666667,79.87,11840,92.36,5.31,12.34,23.43,62.24,62.84
29-Dec,191,11.97,5.94,0,15,2.766666667,495.6666667,3.433333333,930,1030,1150,1250,1280,1250,1176.666667,886.6666667,86.12,12285,93.45,4.66,12.01,23.83,61.74,62.48
09-Oct,189,12.95,3.91,500,13,3.096666667,490.6666667,3.166666667,920,1020,1150,1230,1286.666667,1286.67,1250,886.6666667,84.71,13055,92.62,4.79,12.12,23.92,62.14,63.23
20-Oct,194,12.99,3.92,400,17,2.806666667,475.3333333,2.533333333,900,1000,1150,1200,1286.666667,1286.67,1250,883.3333333,84.69,10470,93.22,4.85,12.3,23.9,62.15,63.06
07-Nov,194,15,3.94,260,13,2.923333333,490,2.966666667,820,1000,1150,1200,1226.666667,1280,1250,883.3333333,64.54,11935,93.4,4.92,12.05,23.31,62.17,62.99
12-Oct,190,12.94,3.8,150,14,3.183333333,492.5,3.4,906.6666667,1006.666667,1150,1216.666667,1273.333333,1273.33,1250,880,78.91,5795,92.62,5.14,12.72,23.98,61.97,62.69
14-Oct,196,12.94,3.91,425,15,2.863333333,505,3.2,900,1000,1150,1200,1280,1280,1250,880,83.37,10745,92.61,5.52,12.42,24.1,61.97,62.76
22-Oct,194,13,3.97,400,15,2.916666667,475.1666667,2.933333333,900,1000,1150,1200,1260,1260,1250,880,82.74,11080,93.69,4.74,12.04,23.83,62.25,63.26
24-Dec,186,11.91,3.91,350,17,2.566666667,511.1666667,3.4,950,1050,1150,1240,1280,1250,1170,880,83.46,11250,93.27,5.05,12.23,23.86,61.85,62.85
21-Oct,194,12.98,3.81,450,16,3.013333333,477.5,2.6,900,1000,1150,1200,1266.666667,1266.7,1250,880,81.09,11555,93.21,5.33,12.22,23.88,62.16,63.1
04-Jan,188,12.91,6.41,142,15,3.086666667,516.1666667,3.35,930,1030,1150,1250,1280,1250,1170,880,83.26,12005,93.27,4.83,12.03,23.94,61.91,62.73
25-Dec,187,11.73,3.91,400,16,2.953333333,491,3.333333333,940,1040,1150,1240,1280,1250,1170,880,86.38,12025,93.48,4.85,12.07,23.52,61.87,62.86
01-Jan,188,12,5.96,180,14,2.9,494,3.5,930,1030,1150,1250,1280,1250,1170,880,84.94,12245,93.23,5.14,12.01,23.81,61.83,62.62
02-Jan,188,12.02,6.01,169,15,3.01,494.3333333,3.466666667,930,1030,1150,1250,1280,1250,1170,880,84.88,12315,93.73,4.75,12.2,23.76,62,62.65
30-Dec,190,11.84,6,191.1960714,15,3.046666667,480,3.416666667,930,1030,1150,1250,1280,1250,1170,880,85.62,12335,93.67,4.89,12.11,23.55,61.72,62.54
31-Dec,187,11.81,5.99,0,15,3.01,505,3.466666667,930,1030,1150,1250,1280,1250,1170,880,86.01,12360,93.22,4.87,12.08,23.64,61.79,62.65
03-Jan,187,12.89,6.44,0,14,3.06,513.8333333,3.316666667,926.6666667,1030,1140,1250,1273.333333,1250,1170,880,84.73,12570,93.48,4.8,12.25,23.99,62.1,62.74
08-Oct,192,12.93,3.96,475,13,3.063333333,477.8333333,2.933333333,920,1020,1150,1230,1260,1260,1250,880,84.59,13375,93.5,4.74,12.05,23.64,62.2,63.29
17-Dec,199,12.2,3.82,400,14,2.95,480.5,2.833333333,866.6666667,1030,1130,1230,1280,1280,1250,876.6666667,86.46,12050,93.65,4.98,12.18,23.31,62.13,63.03
17-Oct,195,12.99,3.82,400,14,3.01,466.1666667,3.233333333,900,1000,1150,1200,1280,1280,1250,850,82.03,11005,93.55,4.68,12.28,23.56,62.03,62.43
05-Nov,193,15,3.93,150,14,3,486.8333333,2.783333333,820,1000,1150,1213.333333,1266.666667,1280,1250,833.3333333,64.48,12470,92.84,5.14,12.13,23.52,62.19,62.81
06-Nov,193,15,3.99,200,14,3.096666667,517,2.833333333,820,1000,1150,1200,1260,1280,1250,800,63.96,12040,92.5,5.48,12.09,23.39,62.15,62.85
08-Nov,192,16.94,3.92,320,13,2.953333333,486.8333333,3.033333333,820,1000,1150,1210,1253.333333,1273.333333,1250,800,64.52,12515,92.83,5.39,12.1,23.42,62.19,63.1
8/14/2022,206,13.79,4.39,375,14.01,2.583333333,485,2.9,900,1020,1120,1220,1260,1280,1300,,,9575,94.12,4.37,12.15,22.28,62.87,63.68
